Statistic Label,Census Year,Garda District,Age,Sex,UNIT, VALUE 
Population,2011,Birr,Age 17,Males,Number, 195 
Population,2011,Birr,Age 17,Females,Number, 159 
Population,2011,Birr,Age 18,Males,Number, 182 
Population,2011,Birr,Age 18,Females,Number, 141 
Population,2011,Birr,Age 19,Males,Number, 136 
Population,2011,Birr,Age 19,Females,Number, 116 
Population,2011,Birr,Age 20-24,Males,Number, 678 
Population,2011,Birr,Age 20-24,Females,Number, 635 
Population,2011,Birr,Age 25-29,Males,Number, 739 
Population,2011,Birr,Age 25-29,Females,Number, 741 
Population,2011,Birr,Age 30-34,Males,Number, 777 
Population,2011,Birr,Age 30-34,Females,Number, 807 
Population,2011,Birr,Age 35-39,Males,Number, 840 
Population,2011,Birr,Age 35-39,Females,Number, 826 
Population,2011,Birr,Age 40-44,Males,Number, 812 
Population,2011,Birr,Age 40-44,Females,Number, 790 
Population,2011,Birr,Age 45-49,Males,Number, 863 
Population,2011,Birr,Age 45-49,Females,Number, 818 
Population,2011,Birr,Age 50-54,Males,Number, 796 
Population,2011,Birr,Age 50-54,Females,Number, 734 
Population,2011,Birr,Age 55-59,Males,Number, 683 
Population,2011,Birr,Age 55-59,Females,Number, 687 
Population,2011,Birr,Age 60-64,Males,Number, 608 
Population,2011,Birr,Age 60-64,Females,Number, 614 
Population,2011,Birr,Age 65-69,Males,Number, 513 
Population,2011,Birr,Age 65-69,Females,Number, 472 
Population,2011,Birr,Age 70-74,Males,Number, 377 
Population,2011,Birr,Age 70-74,Females,Number, 390 
Population,2011,Birr,Age 75-79,Males,Number, 289 
Population,2011,Birr,Age 75-79,Females,Number, 317 
Population,2011,Birr,Age 80-84,Males,Number, 190 
Population,2011,Birr,Age 80-84,Females,Number, 256 
Population,2011,Birr,Age 85 and over,Males,Number, 146 
Population,2011,Birr,Age 85 and over,Females,Number, 248 
Population,2011,Tullamore,Age 0,Males,Number, 430 
Population,2011,Tullamore,Age 0,Females,Number, 404 
Population,2011,Tullamore,Age 1,Males,Number, 421 
Population,2011,Tullamore,Age 1,Females,Number, 417 
Population,2011,Tullamore,Age 2,Males,Number, 430 
Population,2011,Tullamore,Age 2,Females,Number, 429 
Population,2011,Tullamore,Age 3,Males,Number, 461 
Population,2011,Tullamore,Age 3,Females,Number, 384 
Population,2011,Tullamore,Age 4,Males,Number, 412 
Population,2011,Tullamore,Age 4,Females,Number, 381 
Population,2011,Tullamore,Age 5,Males,Number, 388 
Population,2011,Tullamore,Age 5,Females,Number, 364 
Population,2011,Tullamore,Age 6,Males,Number, 389 
Population,2011,Tullamore,Age 6,Females,Number, 360 
Population,2011,Tullamore,Age 7,Males,Number, 389 
Population,2011,Tullamore,Age 7,Females,Number, 392 
Population,2011,Tullamore,Age 8,Males,Number, 387 
Population,2011,Tullamore,Age 8,Females,Number, 396 
Population,2011,Tullamore,Age 9,Males,Number, 380 
Population,2011,Tullamore,Age 9,Females,Number, 392 
Population,2011,Tullamore,Age 10,Males,Number, 364 
Population,2011,Tullamore,Age 10,Females,Number, 346 
Population,2011,Tullamore,Age 11,Males,Number, 390 
Population,2011,Tullamore,Age 11,Females,Number, 346 
Population,2011,Tullamore,Age 12,Males,Number, 387 
Population,2011,Tullamore,Age 12,Females,Number, 373 
Population,2011,Tullamore,Age 13,Males,Number, 364 
Population,2011,Tullamore,Age 13,Females,Number, 383 
Population,2011,Tullamore,Age 14,Males,Number, 334 
Population,2011,Tullamore,Age 14,Females,Number, 357 
Population,2011,Tullamore,Age 15,Males,Number, 321 
Population,2011,Tullamore,Age 15,Females,Number, 311 
Population,2011,Tullamore,Age 16,Males,Number, 367 
Population,2011,Tullamore,Age 16,Females,Number, 332 
Population,2011,Tullamore,Age 17,Males,Number, 327 
Population,2011,Tullamore,Age 17,Females,Number, 271 
Population,2011,Tullamore,Age 18,Males,Number, 277 
Population,2011,Tullamore,Age 18,Females,Number, 287 
Population,2011,Tullamore,Age 19,Males,Number, 273 
Population,2011,Tullamore,Age 19,Females,Number, 235 
Population,2011,Tullamore,Age 20-24,Males,Number," 1,421 "
Population,2011,Tullamore,Age 20-24,Females,Number," 1,420 "
Population,2011,Tullamore,Age 25-29,Males,Number," 1,662 "
Population,2011,Tullamore,Age 25-29,Females,Number," 1,875 "
Population,2011,Tullamore,Age 30-34,Males,Number," 1,897 "
Population,2011,Tullamore,Age 30-34,Females,Number," 2,011 "
Population,2011,Tullamore,Age 35-39,Males,Number," 1,935 "
Population,2011,Tullamore,Age 35-39,Females,Number," 1,911 "
Population,2011,Tullamore,Age 40-44,Males,Number," 1,762 "
Population,2011,Tullamore,Age 40-44,Females,Number," 1,770 "
Population,2011,Tullamore,Age 45-49,Males,Number," 1,585 "
Population,2011,Tullamore,Age 45-49,Females,Number," 1,627 "
Population,2011,Tullamore,Age 50-54,Males,Number," 1,478 "
Population,2011,Tullamore,Age 50-54,Females,Number," 1,357 "
Population,2011,Tullamore,Age 55-59,Males,Number," 1,241 "
Population,2011,Tullamore,Age 55-59,Females,Number," 1,168 "
Population,2011,Tullamore,Age 60-64,Males,Number," 1,070 "
Population,2011,Tullamore,Age 60-64,Females,Number," 1,084 "
Population,2011,Tullamore,Age 65-69,Males,Number, 822 
Population,2011,Tullamore,Age 65-69,Females,Number, 835 
Population,2011,Tullamore,Age 70-74,Males,Number, 594 
Population,2011,Tullamore,Age 70-74,Females,Number, 637 
Population,2011,Tullamore,Age 75-79,Males,Number, 465 
Population,2011,Tullamore,Age 75-79,Females,Number, 528 
Population,2011,Tullamore,Age 80-84,Males,Number, 280 
Population,2011,Tullamore,Age 80-84,Females,Number, 374 
Population,2011,Tullamore,Age 85 and over,Males,Number, 172 
Population,2011,Tullamore,Age 85 and over,Females,Number, 318 
Population,2011,Naas,Age 0,Males,Number, 647 
Population,2011,Naas,Age 0,Females,Number, 578 
Population,2011,Naas,Age 1,Males,Number, 659 
Population,2011,Naas,Age 1,Females,Number, 593 
Population,2011,Naas,Age 2,Males,Number, 641 
Population,2011,Naas,Age 2,Females,Number, 609 
Population,2011,Naas,Age 3,Males,Number, 644 
Population,2011,Naas,Age 3,Females,Number, 651 
Population,2011,Naas,Age 4,Males,Number, 614 
Population,2011,Naas,Age 4,Females,Number, 600 
Population,2011,Naas,Age 5,Males,Number, 612 
Population,2011,Naas,Age 5,Females,Number, 555 
Population,2011,Naas,Age 6,Males,Number, 615 
Population,2011,Naas,Age 6,Females,Number, 601 
Population,2011,Naas,Age 7,Males,Number, 609 
Population,2011,Naas,Age 7,Females,Number, 583 
Population,2011,Naas,Age 8,Males,Number, 577 
Population,2011,Naas,Age 8,Females,Number, 608 
Population,2011,Naas,Age 9,Males,Number, 620 
Population,2011,Naas,Age 9,Females,Number, 513 
Population,2011,Naas,Age 10,Males,Number, 600 
Population,2011,Naas,Age 10,Females,Number, 542 
Population,2011,Naas,Age 11,Males,Number, 557 
Population,2011,Naas,Age 11,Females,Number, 492 
Population,2011,Naas,Age 12,Males,Number, 573 
Population,2011,Naas,Age 12,Females,Number, 563 
Population,2011,Naas,Age 13,Males,Number, 577 
Population,2011,Naas,Age 13,Females,Number, 513 
Population,2011,Naas,Age 14,Males,Number, 586 
Population,2011,Naas,Age 14,Females,Number, 472 
Population,2011,Naas,Age 15,Males,Number, 517 
Population,2011,Naas,Age 15,Females,Number, 442 
Population,2011,Naas,Age 16,Males,Number, 451 
Population,2011,Naas,Age 16,Females,Number, 433 
Population,2011,Naas,Age 17,Males,Number, 473 
Population,2011,Naas,Age 17,Females,Number, 423 
Population,2011,Naas,Age 18,Males,Number, 479 
Population,2011,Naas,Age 18,Females,Number, 429 
Population,2011,Naas,Age 19,Males,Number, 397 
Population,2011,Naas,Age 19,Females,Number, 374 
Population,2011,Naas,Age 20-24,Males,Number," 1,714 "
Population,2011,Naas,Age 20-24,Females,Number," 1,929 "
Population,2011,Naas,Age 25-29,Males,Number," 2,388 "
Population,2011,Naas,Age 25-29,Females,Number," 2,639 "
Population,2011,Naas,Age 30-34,Males,Number," 2,956 "
Population,2011,Naas,Age 30-34,Females,Number," 3,004 "
Population,2011,Naas,Age 35-39,Males,Number," 3,008 "
Population,2011,Naas,Age 35-39,Females,Number," 3,186 "
Population,2011,Naas,Age 40-44,Males,Number," 2,926 "
Population,2011,Naas,Age 40-44,Females,Number," 3,020 "
Population,2011,Naas,Age 45-49,Males,Number," 2,610 "
Population,2011,Naas,Age 45-49,Females,Number," 2,548 "
Population,2011,Naas,Age 50-54,Males,Number," 2,012 "
Population,2011,Naas,Age 50-54,Females,Number," 1,974 "
Population,2011,Naas,Age 55-59,Males,Number," 1,591 "
Population,2011,Naas,Age 55-59,Females,Number," 1,583 "
Population,2011,Naas,Age 60-64,Males,Number," 1,396 "
Population,2011,Naas,Age 60-64,Females,Number," 1,422 "
Population,2011,Naas,Age 65-69,Males,Number," 1,116 "
Population,2011,Naas,Age 65-69,Females,Number," 1,024 "
Population,2011,Naas,Age 70-74,Males,Number, 646 
Population,2011,Naas,Age 70-74,Females,Number, 675 
Population,2011,Naas,Age 75-79,Males,Number, 426 
Population,2011,Naas,Age 75-79,Females,Number, 485 
Population,2011,Naas,Age 80-84,Males,Number, 247 
Population,2011,Naas,Age 80-84,Females,Number, 337 
Population,2011,Naas,Age 85 and over,Males,Number, 165 
Population,2011,Naas,Age 85 and over,Females,Number, 367 
Population,2011,Leixlip,Age 0,Males,Number, 626 
Population,2011,Leixlip,Age 0,Females,Number, 592 
Population,2011,Leixlip,Age 1,Males,Number, 612 
Population,2011,Leixlip,Age 1,Females,Number, 595 
Population,2011,Leixlip,Age 2,Males,Number, 578 
Population,2011,Leixlip,Age 2,Females,Number, 593 
Population,2011,Leixlip,Age 3,Males,Number, 632 
Population,2011,Leixlip,Age 3,Females,Number, 579 
Population,2011,Leixlip,Age 4,Males,Number, 564 
Population,2011,Leixlip,Age 4,Females,Number, 534 
Population,2011,Leixlip,Age 5,Males,Number, 516 
Population,2011,Leixlip,Age 5,Females,Number, 538 
Population,2011,Leixlip,Age 6,Males,Number, 551 
Population,2011,Leixlip,Age 6,Females,Number, 528 
Population,2011,Leixlip,Age 7,Males,Number, 596 
Population,2011,Leixlip,Age 7,Females,Number, 551 
Population,2011,Leixlip,Age 8,Males,Number, 600 
Population,2011,Leixlip,Age 8,Females,Number, 515 
Population,2011,Leixlip,Age 9,Males,Number, 534 
Population,2011,Leixlip,Age 9,Females,Number, 480 
Population,2011,Leixlip,Age 10,Males,Number, 476 
Population,2011,Leixlip,Age 10,Females,Number, 493 
Population,2011,Leixlip,Age 11,Males,Number, 487 
Population,2011,Leixlip,Age 11,Females,Number, 441 
Population,2011,Leixlip,Age 12,Males,Number, 473 
Population,2011,Leixlip,Age 12,Females,Number, 479 
Population,2011,Leixlip,Age 13,Males,Number, 442 
Population,2011,Leixlip,Age 13,Females,Number, 411 
Population,2011,Leixlip,Age 14,Males,Number, 445 
Population,2011,Leixlip,Age 14,Females,Number, 413 
Population,2011,Leixlip,Age 15,Males,Number, 407 
Population,2011,Leixlip,Age 15,Females,Number, 392 
Population,2011,Leixlip,Age 16,Males,Number, 427 
Population,2011,Leixlip,Age 16,Females,Number, 392 
Population,2011,Leixlip,Age 17,Males,Number, 402 
Population,2011,Leixlip,Age 17,Females,Number, 362 
Population,2011,Leixlip,Age 18,Males,Number, 483 
Population,2011,Leixlip,Age 18,Females,Number, 491 
Population,2011,Leixlip,Age 19,Males,Number, 517 
Population,2011,Leixlip,Age 19,Females,Number, 596 
Population,2011,Leixlip,Age 20-24,Males,Number," 2,638 "
Population,2011,Leixlip,Age 20-24,Females,Number," 2,721 "
Population,2011,Leixlip,Age 25-29,Males,Number," 2,754 "
Population,2011,Leixlip,Age 25-29,Females,Number," 2,987 "
Population,2011,Leixlip,Age 30-34,Males,Number," 3,094 "
Population,2011,Leixlip,Age 30-34,Females,Number," 3,164 "
Population,2011,Leixlip,Age 35-39,Males,Number," 2,925 "
Population,2011,Leixlip,Age 35-39,Females,Number," 2,939 "
Population,2011,Leixlip,Age 40-44,Males,Number," 2,544 "
Population,2011,Leixlip,Age 40-44,Females,Number," 2,399 "
Population,2011,Leixlip,Age 45-49,Males,Number," 2,180 "
Population,2011,Leixlip,Age 45-49,Females,Number," 2,275 "
Population,2011,Leixlip,Age 50-54,Males,Number," 2,035 "
Population,2011,Leixlip,Age 50-54,Females,Number," 2,121 "
Population,2011,Leixlip,Age 55-59,Males,Number," 1,834 "
Population,2011,Leixlip,Age 55-59,Females,Number," 1,848 "
Population,2011,Leixlip,Age 60-64,Males,Number," 1,374 "
Population,2011,Leixlip,Age 60-64,Females,Number," 1,410 "
Population,2011,Leixlip,Age 65-69,Males,Number, 944 
Population,2011,Leixlip,Age 65-69,Females,Number, 861 
Population,2011,Leixlip,Age 70-74,Males,Number, 504 
Population,2011,Leixlip,Age 70-74,Females,Number, 558 
Population,2011,Leixlip,Age 75-79,Males,Number, 321 
Population,2011,Leixlip,Age 75-79,Females,Number, 380 
Population,2011,Leixlip,Age 80-84,Males,Number, 207 
Population,2011,Leixlip,Age 80-84,Females,Number, 313 
Population,2011,Leixlip,Age 85 and over,Males,Number, 142 
Population,2011,Leixlip,Age 85 and over,Females,Number, 379 
Population,2011,Kildare,Age 0,Males,Number, 677 
Population,2011,Kildare,Age 0,Females,Number, 684 
Population,2011,Kildare,Age 1,Males,Number, 666 
Population,2011,Kildare,Age 1,Females,Number, 672 
Population,2011,Kildare,Age 2,Males,Number, 725 
Population,2011,Kildare,Age 2,Females,Number, 655 
Population,2011,Kildare,Age 3,Males,Number, 724 
Population,2011,Kildare,Age 3,Females,Number, 668 
Population,2011,Kildare,Age 4,Males,Number, 630 
Population,2011,Kildare,Age 4,Females,Number, 603 
Population,2011,Kildare,Age 5,Males,Number, 614 
Population,2011,Kildare,Age 5,Females,Number, 603 
Population,2011,Kildare,Age 6,Males,Number, 635 
Population,2011,Kildare,Age 6,Females,Number, 573 
Population,2011,Kildare,Age 7,Males,Number, 611 
Population,2011,Kildare,Age 7,Females,Number, 592 
Population,2011,Kildare,Age 8,Males,Number, 618 
Population,2011,Kildare,Age 8,Females,Number, 582 
Population,2011,Kildare,Age 9,Males,Number, 619 
Population,2011,Kildare,Age 9,Females,Number, 557 
Population,2011,Kildare,Age 10,Males,Number, 636 
Population,2011,Kildare,Age 10,Females,Number, 530 
Population,2011,Kildare,Age 11,Males,Number, 546 
Population,2011,Kildare,Age 11,Females,Number, 535 
Population,2011,Kildare,Age 12,Males,Number, 555 
Population,2011,Kildare,Age 12,Females,Number, 467 
Population,2011,Kildare,Age 13,Males,Number, 482 
Population,2011,Kildare,Age 13,Females,Number, 507 
Population,2011,Kildare,Age 14,Males,Number, 487 
Population,2011,Kildare,Age 14,Females,Number, 506 
Population,2011,Kildare,Age 15,Males,Number, 469 
Population,2011,Kildare,Age 15,Females,Number, 453 
Population,2011,Kildare,Age 16,Males,Number, 495 
Population,2011,Kildare,Age 16,Females,Number, 450 
Population,2011,Kildare,Age 17,Males,Number, 433 
Population,2011,Kildare,Age 17,Females,Number, 445 
Population,2011,Kildare,Age 18,Males,Number, 429 
Population,2011,Kildare,Age 18,Females,Number, 397 
Population,2011,Kildare,Age 19,Males,Number, 390 
Population,2011,Kildare,Age 19,Females,Number, 355 
Population,2011,Kildare,Age 20-24,Males,Number," 1,934 "
Population,2011,Kildare,Age 20-24,Females,Number," 2,096 "
Population,2011,Kildare,Age 25-29,Males,Number," 2,515 "
Population,2011,Kildare,Age 25-29,Females,Number," 2,929 "
Population,2011,Kildare,Age 30-34,Males,Number," 3,189 "
Population,2011,Kildare,Age 30-34,Females,Number," 3,366 "
Population,2011,Kildare,Age 35-39,Males,Number," 3,350 "
Population,2011,Kildare,Age 35-39,Females,Number," 3,335 "
Population,2011,Kildare,Age 40-44,Males,Number," 2,924 "
Population,2011,Kildare,Age 40-44,Females,Number," 2,717 "
Population,2011,Kildare,Age 45-49,Males,Number," 2,321 "
Population,2011,Kildare,Age 45-49,Females,Number," 2,336 "
Population,2011,Kildare,Age 50-54,Males,Number," 1,991 "
Population,2011,Kildare,Age 50-54,Females,Number," 1,936 "
Population,2011,Kildare,Age 55-59,Males,Number," 1,712 "
Population,2011,Kildare,Age 55-59,Females,Number," 1,751 "
Population,2011,Kildare,Age 60-64,Males,Number," 1,575 "
Population,2011,Kildare,Age 60-64,Females,Number," 1,500 "
Population,2011,Kildare,Age 65-69,Males,Number," 1,206 "
Population,2011,Kildare,Age 65-69,Females,Number," 1,181 "
Population,2011,Kildare,Age 70-74,Males,Number, 778 
Population,2011,Kildare,Age 70-74,Females,Number, 823 
Population,2011,Kildare,Age 75-79,Males,Number, 517 
Population,2011,Kildare,Age 75-79,Females,Number, 636 
Population,2011,Kildare,Age 80-84,Males,Number, 316 
Population,2011,Kildare,Age 80-84,Females,Number, 453 
Population,2011,Kildare,Age 85 and over,Males,Number, 196 
Population,2011,Kildare,Age 85 and over,Females,Number, 445 
Population,2011,Carlow,Age 0,Males,Number, 513 
Population,2011,Carlow,Age 0,Females,Number, 468 
Population,2011,Carlow,Age 1,Males,Number, 442 
Population,2011,Carlow,Age 1,Females,Number, 483 
Population,2011,Carlow,Age 2,Males,Number, 492 
Population,2011,Carlow,Age 2,Females,Number, 464 
Population,2011,Carlow,Age 3,Males,Number, 508 
Population,2011,Carlow,Age 3,Females,Number, 487 
Population,2011,Carlow,Age 4,Males,Number, 455 
Population,2011,Carlow,Age 4,Females,Number, 418 
Population,2011,Carlow,Age 5,Males,Number, 435 
Population,2011,Carlow,Age 5,Females,Number, 431 
Population,2011,Carlow,Age 6,Males,Number, 456 
Population,2011,Carlow,Age 6,Females,Number, 444 
Population,2011,Carlow,Age 7,Males,Number, 426 
Population,2011,Carlow,Age 7,Females,Number, 493 
Population,2011,Carlow,Age 8,Males,Number, 460 
Population,2011,Carlow,Age 8,Females,Number, 445 
Population,2011,Carlow,Age 9,Males,Number, 440 
Population,2011,Carlow,Age 9,Females,Number, 392 
Population,2011,Carlow,Age 10,Males,Number, 423 
Population,2011,Carlow,Age 10,Females,Number, 390 
Population,2011,Carlow,Age 11,Males,Number, 429 
Population,2011,Carlow,Age 11,Females,Number, 380 
Population,2011,Carlow,Age 12,Males,Number, 413 
Population,2011,Carlow,Age 12,Females,Number, 375 
Population,2011,Carlow,Age 13,Males,Number, 375 
Population,2011,Carlow,Age 13,Females,Number, 367 
Population,2011,Carlow,Age 14,Males,Number, 375 
Population,2011,Carlow,Age 14,Females,Number, 339 
Population,2011,Carlow,Age 15,Males,Number, 351 
Population,2011,Carlow,Age 15,Females,Number, 343 
Population,2011,Carlow,Age 16,Males,Number, 348 
Population,2011,Carlow,Age 16,Females,Number, 335 
Population,2011,Carlow,Age 17,Males,Number, 347 
Population,2011,Carlow,Age 17,Females,Number, 329 
Population,2011,Carlow,Age 18,Males,Number, 387 
Population,2011,Carlow,Age 18,Females,Number, 369 
