Statistic Label,Electoral Division,Year,UNIT, VALUE ,Electoral Division Name,,,
Household median gross income,"004 Bray No. 2, Co. Wicklow",2016,Euro,"51,303.00",BRAY NO. 2,1,CO. WICKLOW,WICKLOW
Household median gross income,"005 Bray No. 3, Co. Wicklow",2016,Euro,"49,441.00",BRAY NO. 3,1,CO. WICKLOW,WICKLOW
Household median gross income,"006 Rathmichael (Bray), Co. Wicklow",2016,Euro,"35,820.00",RATHMICHAEL (BRAY),1,CO. WICKLOW,WICKLOW
Household median gross income,"007 Wicklow Urban, Co. Wicklow",2016,Euro,"38,987.00",WICKLOW URBAN,1,CO. WICKLOW,WICKLOW
Household median gross income,"008 Ballinguile, Co. Wicklow",2016,Euro,"46,404.00",BALLINGUILE,1,CO. WICKLOW,WICKLOW
Household median gross income,"009 Baltinglass, Co. Wicklow",2016,Euro,"40,912.00",BALTINGLASS,1,CO. WICKLOW,WICKLOW
Household median gross income,"010 Blessington, Co. Wicklow",2016,Euro,"51,425.00",BLESSINGTON,1,CO. WICKLOW,WICKLOW
Household median gross income,"011 Burgage, Co. Wicklow",2016,Euro,"61,567.00",BURGAGE,1,CO. WICKLOW,WICKLOW
Household median gross income,"012 Donaghmore, Co. Wicklow",2016,Euro,"47,695.00",DONAGHMORE,1,CO. WICKLOW,WICKLOW
Household median gross income,"013 Donard, Co. Wicklow",2016,Euro,"43,175.00",DONARD,1,CO. WICKLOW,WICKLOW
Household median gross income,"014 Dunlavin, Co. Wicklow",2016,Euro,"38,072.00",DUNLAVIN,1,CO. WICKLOW,WICKLOW
Household median gross income,"015 Eadestown, Co. Wicklow",2016,Euro,"44,539.00",EADESTOWN,1,CO. WICKLOW,WICKLOW
Household median gross income,"016 Hartstown, Co. Wicklow",2016,Euro,"54,777.00",HARTSTOWN,1,CO. WICKLOW,WICKLOW
Household median gross income,"017 Hollywood, Co. Wicklow",2016,Euro,"53,862.00",HOLLYWOOD,1,CO. WICKLOW,WICKLOW
Household median gross income,"018 Humewood, Co. Wicklow",2016,Euro,"39,434.00",HUMEWOOD,1,CO. WICKLOW,WICKLOW
Household median gross income,"019 Imael North, Co. Wicklow",2016,Euro,"47,875.00",IMAEL NORTH,1,CO. WICKLOW,WICKLOW
Household median gross income,"020 Imael South, Co. Wicklow",2016,Euro,"52,070.00",IMAEL SOUTH,1,CO. WICKLOW,WICKLOW
Household median gross income,"021 Kilbride, Co. Wicklow",2016,Euro,"60,169.00",KILBRIDE,2,CO. WICKLOW,WICKLOW
Household median gross income,"022 Lackan, Co. Wicklow",2016,Euro,"50,701.00",LACKAN,1,CO. WICKLOW,WICKLOW
Household median gross income,"023 Lugglass, Co. Wicklow",2016,Euro,"65,524.00",LUGGLASS,1,CO. WICKLOW,WICKLOW
Household median gross income,"024 Rathdangan, Co. Wicklow",2016,Euro,"42,771.00",RATHDANGAN,1,CO. WICKLOW,WICKLOW
Household median gross income,"025 Rathsallagh, Co. Wicklow",2016,Euro,"51,258.00",RATHSALLAGH,1,CO. WICKLOW,WICKLOW
Household median gross income,"026 Stratford, Co. Wicklow",2016,Euro,"41,271.00",STRATFORD,1,CO. WICKLOW,WICKLOW
Household median gross income,"027 Talbotstown, Co. Wicklow",2016,Euro,"48,413.00",TALBOTSTOWN,1,CO. WICKLOW,WICKLOW
Household median gross income,"028 The Grange, Co. Wicklow",2016,Euro,"45,709.00",THE GRANGE,1,CO. WICKLOW,WICKLOW
Household median gross income,"029 Tober, Co. Wicklow",2016,Euro,"56,400.00",TOBER,1,CO. WICKLOW,WICKLOW
Household median gross income,"030 Togher, Co. Wicklow",2016,Euro,"47,611.00",TOGHER,2,CO. WICKLOW,WICKLOW
Household median gross income,"031 Tuckmill, Co. Wicklow",2016,Euro,"45,304.00",TUCKMILL,1,CO. WICKLOW,WICKLOW
Household median gross income,"032 Delgany, Co. Wicklow",2016,Euro,"60,656.00",DELGANY,1,CO. WICKLOW,WICKLOW
Household median gross income,"033 Enniskerry, Co. Wicklow",2016,Euro,"64,393.00",ENNISKERRY,1,CO. WICKLOW,WICKLOW
Household median gross income,"034 Greystones, Co. Wicklow",2016,Euro,"65,291.00",GREYSTONES,1,CO. WICKLOW,WICKLOW
Household median gross income,"035 Kilmacanoge (Part Urban), Co. Wicklow",2016,Euro,"55,077.00",KILMACANOGE (PART URBAN),1,CO. WICKLOW,WICKLOW
Household median gross income,"036 Powerscourt, Co. Wicklow",2016,Euro,"68,894.00",POWERSCOURT,1,CO. WICKLOW,WICKLOW
Household median gross income,"037 Altidore, Co. Wicklow",2016,Euro,"54,831.00",ALTIDORE,1,CO. WICKLOW,WICKLOW
Household median gross income,"038 Arklow Rural, Co. Wicklow",2016,Euro,"46,561.00",ARKLOW RURAL,1,CO. WICKLOW,WICKLOW
Household median gross income,"039 Aughrim, Co. Wicklow",2016,Euro,"39,495.00",AUGHRIM,1,CO. WICKLOW,WICKLOW
Household median gross income,"040 Avoca, Co. Wicklow",2016,Euro,"36,967.00",AVOCA,1,CO. WICKLOW,WICKLOW
Household median gross income,"041 Ballinaclash, Co. Wicklow",2016,Euro,"42,709.00",BALLINACLASH,1,CO. WICKLOW,WICKLOW
Household median gross income,"042 Ballinacor, Co. Wicklow",2016,Euro,"49,528.00",BALLINACOR,1,CO. WICKLOW,WICKLOW
Household median gross income,"043 Ballinderry, Co. Wicklow",2016,Euro,"52,082.00",BALLINDERRY,1,CO. WICKLOW,WICKLOW
Household median gross income,"044 Ballyarthur, Co. Wicklow",2016,Euro,"43,177.00",BALLYARTHUR,1,CO. WICKLOW,WICKLOW
Household median gross income,"045 Ballycullen, Co. Wicklow",2016,Euro,"53,223.00",BALLYCULLEN,1,CO. WICKLOW,WICKLOW
Household median gross income,"046 Brockagh, Co. Wicklow",2016,Euro,"46,406.00",BROCKAGH,1,CO. WICKLOW,WICKLOW
Household median gross income,"047 Calary, Co. Wicklow",2016,Euro,"61,060.00",CALARY,1,CO. WICKLOW,WICKLOW
Household median gross income,"048 Cronebane, Co. Wicklow",2016,Euro,"43,253.00",CRONEBANE,1,CO. WICKLOW,WICKLOW
Household median gross income,"049 Dunganstown East, Co. Wicklow",2016,Euro,"50,413.00",DUNGANSTOWN EAST,1,CO. WICKLOW,WICKLOW
Household median gross income,"050 Dunganstown South, Co. Wicklow",2016,Euro,"44,822.00",DUNGANSTOWN SOUTH,1,CO. WICKLOW,WICKLOW
Household median gross income,"051 Dunganstown West, Co. Wicklow",2016,Euro,"51,946.00",DUNGANSTOWN WEST,1,CO. WICKLOW,WICKLOW
Household median gross income,"052 Ennereilly, Co. Wicklow",2016,Euro,"43,268.00",ENNEREILLY,1,CO. WICKLOW,WICKLOW
Household median gross income,"053 Glendalough, Co. Wicklow",2016,Euro,"50,578.00",GLENDALOUGH,1,CO. WICKLOW,WICKLOW
Household median gross income,"054 Glenealy, Co. Wicklow",2016,Euro,"47,241.00",GLENEALY,1,CO. WICKLOW,WICKLOW
Household median gross income,"055 Kilbride, Co. Wicklow",2016,Euro,"46,237.00",KILBRIDE,2,CO. WICKLOW,WICKLOW
Household median gross income,"056 Kilcoole, Co. Wicklow",2016,Euro,"60,815.00",KILCOOLE,1,CO. WICKLOW,WICKLOW
Household median gross income,"057 Killiskey, Co. Wicklow",2016,Euro,"52,771.00",KILLISKEY,1,CO. WICKLOW,WICKLOW
Household median gross income,"058 Knockrath, Co. Wicklow",2016,Euro,"42,415.00",KNOCKRATH,1,CO. WICKLOW,WICKLOW
Household median gross income,"059 Moneystown, Co. Wicklow",2016,Euro,"54,852.00",MONEYSTOWN,1,CO. WICKLOW,WICKLOW
Household median gross income,"060 Newcastle Lower, Co. Wicklow",2016,Euro,"54,060.00",NEWCASTLE LOWER,1,CO. WICKLOW,WICKLOW
Household median gross income,"061 Newcastle Upper, Co. Wicklow",2016,Euro,"52,390.00",NEWCASTLE UPPER,1,CO. WICKLOW,WICKLOW
Household median gross income,"062 Oldtown, Co. Wicklow",2016,Euro,"57,567.00",OLDTOWN,1,CO. WICKLOW,WICKLOW
Household median gross income,"063 Rathdrum, Co. Wicklow",2016,Euro,"41,870.00",RATHDRUM,1,CO. WICKLOW,WICKLOW
Household median gross income,"064 Togher, Co. Wicklow",2016,Euro,"44,406.00",TOGHER,2,CO. WICKLOW,WICKLOW
Household median gross income,"065 Trooperstown, Co. Wicklow",2016,Euro,"51,572.00",TROOPERSTOWN,1,CO. WICKLOW,WICKLOW
Household median gross income,"066 Wicklow Rural, Co. Wicklow",2016,Euro,"53,507.00",WICKLOW RURAL,1,CO. WICKLOW,WICKLOW
Household median gross income,"067 Aghowle, Co. Wicklow",2016,Euro,"36,416.00",AGHOWLE,1,CO. WICKLOW,WICKLOW
Household median gross income,"068 Ballingate, Co. Wicklow",2016,Euro,"40,084.00",BALLINGATE,1,CO. WICKLOW,WICKLOW
Household median gross income,"069 Ballinglen, Co. Wicklow",2016,Euro,"50,446.00",BALLINGLEN,1,CO. WICKLOW,WICKLOW
Household median gross income,"070 Ballybeg, Co. Wicklow",2016,Euro,"46,870.00",BALLYBEG,1,CO. WICKLOW,WICKLOW
Household median gross income,"071 Carnew, Co. Wicklow",2016,Euro,"33,255.00",CARNEW,1,CO. WICKLOW,WICKLOW
Household median gross income,"072 Coolattin, Co. Wicklow",2016,Euro,"52,682.00",COOLATTIN,1,CO. WICKLOW,WICKLOW
Household median gross income,"073 Coolballintaggart, Co. Wicklow",2016,Euro,"42,804.00",COOLBALLINTAGGART,1,CO. WICKLOW,WICKLOW
Household median gross income,"074 Coolboy, Co. Wicklow",2016,Euro,"46,932.00",COOLBOY,1,CO. WICKLOW,WICKLOW
Household median gross income,"075 Cronelea, Co. Wicklow",2016,Euro,"51,783.00",CRONELEA,1,CO. WICKLOW,WICKLOW
Household median gross income,"076 Kilballyowen, Co. Wicklow",2016,Euro,"47,793.00",KILBALLYOWEN,1,CO. WICKLOW,WICKLOW
Household median gross income,"077 Killinure, Co. Wicklow",2016,Euro,"36,544.00",KILLINURE,1,CO. WICKLOW,WICKLOW
Household median gross income,"078 Kilpipe, Co. Wicklow",2016,Euro,"46,038.00",KILPIPE,1,CO. WICKLOW,WICKLOW
Household median gross income,"079 Money, Co. Wicklow",2016,Euro,"47,243.00",MONEY,1,CO. WICKLOW,WICKLOW
Household median gross income,"080 Rath, Co. Wicklow",2016,Euro,"49,777.00",RATH,1,CO. WICKLOW,WICKLOW
Household median gross income,"081 Shillelagh, Co. Wicklow",2016,Euro,"40,810.00",SHILLELAGH,1,CO. WICKLOW,WICKLOW
Household median gross income,"082 Tinahely, Co. Wicklow",2016,Euro,"37,067.00",TINAHELY,1,CO. WICKLOW,WICKLOW
Household median gross income,"001 Ennis No. 1 Urban, Co. Clare",2016,Euro,"32,260.00",ENNIS NO. 1 URBAN,1,CO. CLARE,CLARE
Household median gross income,"002 Ennis No. 2 Urban, Co. Clare",2016,Euro,"23,826.00",ENNIS NO. 2 URBAN,1,CO. CLARE,CLARE
Household median gross income,"003 Ennis No. 3 Urban, Co. Clare",2016,Euro,"31,502.00",ENNIS NO. 3 URBAN,1,CO. CLARE,CLARE
Household median gross income,"004 Ennis No. 4 Urban, Co. Clare",2016,Euro,"27,312.00",ENNIS NO. 4 URBAN,1,CO. CLARE,CLARE
Household median gross income,"005 Kilrush Urban, Co. Clare",2016,Euro,"29,061.00",KILRUSH URBAN,1,CO. CLARE,CLARE
Household median gross income,"006 Abbey, Co. Clare",2016,Euro,"35,951.00",ABBEY,1,CO. CLARE,CLARE
Household median gross income,"007 Carran, Co. Clare",2016,Euro,"38,810.00",CARRAN,1,CO. CLARE,CLARE
Household median gross income,"009 Derreen, Co. Clare",2016,Euro,"28,780.00",DERREEN,1,CO. CLARE,CLARE
Household median gross income,"010 Drumcreehy, Co. Clare",2016,Euro,"36,068.00",DRUMCREEHY,1,CO. CLARE,CLARE
Household median gross income,"011 Gleninagh, Co. Clare",2016,Euro,"44,428.00",GLENINAGH,1,CO. CLARE,CLARE
Household median gross income,"012 Lisdoonvarna, Co. Clare",2016,Euro,"31,017.00",LISDOONVARNA,1,CO. CLARE,CLARE
Household median gross income,"013 Mountelva, Co. Clare",2016,Euro,"33,814.00",MOUNTELVA,1,CO. CLARE,CLARE
Household median gross income,999 Noughaval / Castletown,2016,Euro,"37,886.00",NOUGHAVAL / CASTLETOWN,1,Co. Leitrim,LEITRIM
Household median gross income,"015 Oughtmama, Co. Clare",2016,Euro,"39,988.00",OUGHTMAMA,1,CO. CLARE,CLARE
Household median gross income,"016 Rathborney, Co. Clare",2016,Euro,"39,755.00",RATHBORNEY,1,CO. CLARE,CLARE
Household median gross income,"018 Boston, Co. Clare",2016,Euro,"40,840.00",BOSTON,1,CO. CLARE,CLARE
Household median gross income,"019 Corrofin, Co. Clare",2016,Euro,"39,229.00",CORROFIN,1,CO. CLARE,CLARE
Household median gross income,999 Glenroe / Ballyeighter,2016,Euro,"38,186.00",GLENROE / BALLYEIGHTER,1,Co. Galway,GALWAY
Household median gross income,"021 Killinaboy, Co. Clare",2016,Euro,"44,723.00",KILLINABOY,1,CO. CLARE,CLARE
Household median gross income,"022 Kiltoraght, Co. Clare",2016,Euro,"32,649.00",KILTORAGHT,1,CO. CLARE,CLARE
Household median gross income,"023 Muckanagh, Co. Clare",2016,Euro,"39,299.00",MUCKANAGH,1,CO. CLARE,CLARE
Household median gross income,"024 Rath, Co. Clare",2016,Euro,"35,923.00",RATH,1,CO. CLARE,CLARE
Household median gross income,"025 Ruan, Co. Clare",2016,Euro,"39,449.00",RUAN,1,CO. CLARE,CLARE
Household median gross income,"026 Clareabbey (Part Urban), Co. Clare",2016,Euro,"48,003.00",CLAREABBEY (PART URBAN),1,CO. CLARE,CLARE
Household median gross income,"027 Clenagh, Co. Clare",2016,Euro,"42,230.00",CLENAGH,1,CO. CLARE,CLARE
Household median gross income,"028 Crusheen, Co. Clare",2016,Euro,"54,364.00",CRUSHEEN,1,CO. CLARE,CLARE
Household median gross income,"029 Doora (Part Urban), Co. Clare",2016,Euro,"58,373.00",DOORA (PART URBAN),1,CO. CLARE,CLARE
Household median gross income,"030 Drumline, Co. Clare",2016,Euro,"52,735.00",DRUMLINE,1,CO. CLARE,CLARE
Household median gross income,"031 Dysert, Co. Clare",2016,Euro,"46,921.00",DYSERT,1,CO. CLARE,CLARE
Household median gross income,"032 Ennis Rural (Part Urban), Co. Clare",2016,Euro,"45,692.00",ENNIS RURAL (PART URBAN),1,CO. CLARE,CLARE
Household median gross income,"033 Furroor, Co. Clare",2016,Euro,"39,328.00",FURROOR,1,CO. CLARE,CLARE
Household median gross income,"034 Kilcloher, Co. Clare",2016,Euro,"57,746.00",KILCLOHER,1,CO. CLARE,CLARE
Household median gross income,"035 Killanniv, Co. Clare",2016,Euro,"43,442.00",KILLANNIV,1,CO. CLARE,CLARE
Household median gross income,"036 Killone, Co. Clare",2016,Euro,"67,093.00",KILLONE,1,CO. CLARE,CLARE
Household median gross income,"037 Kilnamona, Co. Clare",2016,Euro,"56,553.00",KILNAMONA,1,CO. CLARE,CLARE
Household median gross income,"038 Kilraghtis, Co. Clare",2016,Euro,"60,108.00",KILRAGHTIS,1,CO. CLARE,CLARE
Household median gross income,"039 Kinturk, Co. Clare",2016,Euro,"38,383.00",KINTURK,1,CO. CLARE,CLARE
Household median gross income,"040 Newmarket, Co. Clare",2016,Euro,"42,042.00",NEWMARKET,1,CO. CLARE,CLARE
Household median gross income,"041 Sixmilebridge, Co. Clare",2016,Euro,"50,493.00",SIXMILEBRIDGE,1,CO. CLARE,CLARE
Household median gross income,"042 Spancelhill (Part Urban), Co. Clare",2016,Euro,"54,691.00",SPANCELHILL (PART URBAN),1,CO. CLARE,CLARE
Household median gross income,"043 Templemaley, Co. Clare",2016,Euro,"60,829.00",TEMPLEMALEY,1,CO. CLARE,CLARE
Household median gross income,"044 Tomfinlough, Co. Clare",2016,Euro,"66,715.00",TOMFINLOUGH,1,CO. CLARE,CLARE
Household median gross income,"045 Urlan, Co. Clare",2016,Euro,"51,188.00",URLAN,1,CO. CLARE,CLARE
Household median gross income,"046 Annagh, Co. Clare",2016,Euro,"34,817.00",ANNAGH,1,CO. CLARE,CLARE
Household median gross income,"047 Ballagh, Co. Clare",2016,Euro,"47,315.00",BALLAGH,1,CO. CLARE,CLARE
Household median gross income,"048 Ballyea, Co. Clare",2016,Euro,"40,821.00",BALLYEA,1,CO. CLARE,CLARE
Household median gross income,"049 Ballysteen, Co. Clare",2016,Euro,"43,472.00",BALLYSTEEN,1,CO. CLARE,CLARE
Household median gross income,"050 Ballyvaskin, Co. Clare",2016,Euro,"41,288.00",BALLYVASKIN,1,CO. CLARE,CLARE
Household median gross income,"051 Cloghaun, Co. Clare",2016,Euro,"26,984.00",CLOGHAUN,1,CO. CLARE,CLARE
Household median gross income,"052 Cloonanaha, Co. Clare",2016,Euro,"33,559.00",CLOONANAHA,1,CO. CLARE,CLARE
Household median gross income,"053 Clooney, Co. Clare",2016,Euro,"34,727.00",CLOONEY,2,CO. CLARE,CLARE
Household median gross income,"054 Ennistimon, Co. Clare",2016,Euro,"32,080.00",ENNISTIMON,1,CO. CLARE,CLARE
Household median gross income,"055 Formoyle, Co. Clare",2016,Euro,"38,849.00",FORMOYLE,1,CO. CLARE,CLARE
Household median gross income,"056 Kilfenora, Co. Clare",2016,Euro,"27,241.00",KILFENORA,1,CO. CLARE,CLARE
Household median gross income,"057 Killaspuglonane, Co. Clare",2016,Euro,"40,880.00",KILLASPUGLONANE,1,CO. CLARE,CLARE
Household median gross income,"058 Killilagh, Co. Clare",2016,Euro,"31,561.00",KILLILAGH,1,CO. CLARE,CLARE
Household median gross income,"059 Kilshanny, Co. Clare",2016,Euro,"37,415.00",KILSHANNY,1,CO. CLARE,CLARE
Household median gross income,"060 Liscannor, Co. Clare",2016,Euro,"39,884.00",LISCANNOR,1,CO. CLARE,CLARE
Household median gross income,"061 Lurraga, Co. Clare",2016,Euro,"29,894.00",LURRAGA,1,CO. CLARE,CLARE
Household median gross income,"062 Magherareagh, Co. Clare",2016,Euro,"40,971.00",MAGHERAREAGH,1,CO. CLARE,CLARE
Household median gross income,"063 Milltown Malbay, Co. Clare",2016,Euro,"33,367.00",MILLTOWN MALBAY,1,CO. CLARE,CLARE
Household median gross income,"064 Moy, Co. Clare",2016,Euro,"38,661.00",MOY,1,CO. CLARE,CLARE
Household median gross income,"065 Smithstown, Co. Clare",2016,Euro,"32,227.00",SMITHSTOWN,1,CO. CLARE,CLARE
Household median gross income,"066 Ballynacally, Co. Clare",2016,Euro,"37,836.00",BALLYNACALLY,1,CO. CLARE,CLARE
Household median gross income,"067 Clondagad, Co. Clare",2016,Euro,"52,971.00",CLONDAGAD,1,CO. CLARE,CLARE
Household median gross income,"068 Coolmeen, Co. Clare",2016,Euro,"37,369.00",COOLMEEN,1,CO. CLARE,CLARE
Household median gross income,"069 Kilchreest, Co. Clare",2016,Euro,"45,163.00",KILCHREEST,1,CO. CLARE,CLARE
Household median gross income,"070 Kilfiddane, Co. Clare",2016,Euro,"34,992.00",KILFIDDANE,1,CO. CLARE,CLARE
Household median gross income,"071 Killadysert, Co. Clare",2016,Euro,"38,144.00",KILLADYSERT,1,CO. CLARE,CLARE
Household median gross income,"072 Killofin, Co. Clare",2016,Euro,"39,409.00",KILLOFIN,1,CO. CLARE,CLARE
Household median gross income,"073 Kilmurry, Co. Clare",2016,Euro,"37,595.00",KILMURRY,2,CO. CLARE,CLARE
Household median gross income,"074 Liscasey, Co. Clare",2016,Euro,"47,035.00",LISCASEY,1,CO. CLARE,CLARE
Household median gross income,"075 Lisheen, Co. Clare",2016,Euro,"54,329.00",LISHEEN,1,CO. CLARE,CLARE
Household median gross income,"076 Rinealon, Co. Clare",2016,Euro,"38,484.00",RINEALON,1,CO. CLARE,CLARE
Household median gross income,"077 Cahermurphy, Co. Clare",2016,Euro,"37,181.00",CAHERMURPHY,1,CO. CLARE,CLARE
Household median gross income,"078 Cloonadrum, Co. Clare",2016,Euro,"36,238.00",CLOONADRUM,1,CO. CLARE,CLARE
Household median gross income,"079 Clooncoorha, Co. Clare",2016,Euro,"41,634.00",CLOONCOORHA,1,CO. CLARE,CLARE
Household median gross income,"080 Cooraclare, Co. Clare",2016,Euro,"35,923.00",COORACLARE,1,CO. CLARE,CLARE
Household median gross income,"081 Creegh, Co. Clare",2016,Euro,"38,537.00",CREEGH,1,CO. CLARE,CLARE
Household median gross income,"082 Doonbeg, Co. Clare",2016,Euro,"34,167.00",DOONBEG,1,CO. CLARE,CLARE
Household median gross income,"083 Drumellihy, Co. Clare",2016,Euro,"37,469.00",DRUMELLIHY,1,CO. CLARE,CLARE
Household median gross income,"084 Einagh, Co. Clare",2016,Euro,"37,678.00",EINAGH,1,CO. CLARE,CLARE
Household median gross income,"085 Glenmore, Co. Clare",2016,Euro,"36,089.00",GLENMORE,1,CO. CLARE,CLARE
Household median gross income,"086 Kilballyowen, Co. Clare",2016,Euro,"30,457.00",KILBALLYOWEN,1,CO. CLARE,CLARE
Household median gross income,"087 Kilfearagh, Co. Clare",2016,Euro,"30,062.00",KILFEARAGH,1,CO. CLARE,CLARE
Household median gross income,"088 Kilkee, Co. Clare",2016,Euro,"23,473.00",KILKEE,1,CO. CLARE,CLARE
Household median gross income,"089 Killard, Co. Clare",2016,Euro,"29,896.00",KILLARD,1,CO. CLARE,CLARE
Household median gross income,"090 Killimer, Co. Clare",2016,Euro,"43,325.00",KILLIMER,1,CO. CLARE,CLARE
Household median gross income,"091 Kilmihil, Co. Clare",2016,Euro,"34,386.00",KILMIHIL,1,CO. CLARE,CLARE
Household median gross income,"092 Kilmurry, Co. Clare",2016,Euro,"36,031.00",KILMURRY,2,CO. CLARE,CLARE
Household median gross income,"093 Kilrush Rural, Co. Clare",2016,Euro,"44,392.00",KILRUSH RURAL,1,CO. CLARE,CLARE
Household median gross income,"094 Knock, Co. Clare",2016,Euro,"36,070.00",KNOCK,1,CO. CLARE,CLARE
Household median gross income,"095 Knocknaboley, Co. Clare",2016,Euro,"31,421.00",KNOCKNABOLEY,1,CO. CLARE,CLARE
Household median gross income,"096 Knocknagore, Co. Clare",2016,Euro,"38,502.00",KNOCKNAGORE,1,CO. CLARE,CLARE
Household median gross income,"097 Moveen, Co. Clare",2016,Euro,"31,353.00",MOVEEN,1,CO. CLARE,CLARE
Household median gross income,"098 Moyarta, Co. Clare",2016,Euro,"29,149.00",MOYARTA,1,CO. CLARE,CLARE
Household median gross income,"099 Mullagh, Co. Clare",2016,Euro,"34,007.00",MULLAGH,1,CO. CLARE,CLARE
Household median gross income,"100 Querrin, Co. Clare",2016,Euro,"36,311.00",QUERRIN,1,CO. CLARE,CLARE
Household median gross income,"101 Rahona, Co. Clare",2016,Euro,"28,431.00",RAHONA,1,CO. CLARE,CLARE
Household median gross income,"102 St. Martin's, Co. Clare",2016,Euro,"38,509.00",ST. MARTIN'S,1,CO. CLARE,CLARE
Household median gross income,"103 Tullig, Co. Clare",2016,Euro,"30,478.00",TULLIG,1,CO. CLARE,CLARE
Household median gross income,"104 Tullycreen, Co. Clare",2016,Euro,"42,410.00",TULLYCREEN,1,CO. CLARE,CLARE
Household median gross income,"105 Ballycannan, Co. Clare",2016,Euro,"44,123.00",BALLYCANNAN,1,CO. CLARE,CLARE
Household median gross income,"106 Ballyglass, Co. Clare",2016,Euro,"50,945.00",BALLYGLASS,1,CO. CLARE,CLARE
Household median gross income,"107 Cappavilla, Co. Clare",2016,Euro,"39,491.00",CAPPAVILLA,1,CO. CLARE,CLARE
Household median gross income,"108 Castlecrine, Co. Clare",2016,Euro,"66,754.00",CASTLECRINE,1,CO. CLARE,CLARE
Household median gross income,"109 Cloghera, Co. Clare",2016,Euro,"57,457.00",CLOGHERA,1,CO. CLARE,CLARE
Household median gross income,"110 Cloontra, Co. Clare",2016,Euro,"55,528.00",CLOONTRA,1,CO. CLARE,CLARE
Household median gross income,"111 Cratloe, Co. Clare",2016,Euro,"66,237.00",CRATLOE,1,CO. CLARE,CLARE
Household median gross income,"112 Fahymore, Co. Clare",2016,Euro,"51,016.00",FAHYMORE,1,CO. CLARE,CLARE
Household median gross income,"113 Killeely, Co. Clare",2016,Euro,"57,353.00",KILLEELY,1,CO. CLARE,CLARE
